ath1_probe	FC_27_28_35_36_GSE576	Pvalue_27_28_35_36_down	Pvalue_27_28_35_36_up	FC_29_30_37_38_GSE576	Pvalue_29_30_37_38_down	Pvalue_29_30_37_38_up	FC_31_32_39_40_GSE576	Pvalue_31_32_39_40_down	Pvalue_31_32_39_40_up	FC_33_34_41_42_GSE576	Pvalue_33_34_41_42_down	Pvalue_33_34_41_42_up	ID	Annotation
245018_at	-0.0302	0.4142	0.6598	0.2258	0.9165	0.0841	0.1511	0.8952	0.2147	-0.2432	0.0371	0.6005	ATCG00520	Encodes a protein required for photosystem I assembly and stability. In cyanobacteria, loss of function mutation in this gene increases PSII/PSI ratio without any influence on photoautotrophic growth.
245019_at	0.0377	0.6322	0.5054	0.2091	0.8638	0.1024	0.1169	0.8096	0.2808	-0.12	0.1164	0.5434	ATCG00530	hypothetical protein
245020_at	-0.1008	0.2826	0.8437	0.1859	0.8586	0.1365	-0.182	0.1192	0.9499	-0.1527	0.1341	0.923	ATCG00540	Encodes cytochrome f apoprotein; involved in photosynthetic electron transport chain; encoded by the chloroplast genome and is transcriptionally repressed by a nuclear gene HCF2.
245021_at	-0.025	0.3747	0.475	-0.0588	0.3236	0.6223	0.0936	0.7288	0.3066	-0.0648	0.306	0.7193	ATCG00550	PSII component
245022_at	0.0487	0.5811	0.4121	0.4001	0.9778	0.0156	0.1809	0.9008	0.1606	-0.1687	0.0433	0.4551	ATCG00560	PSII L protein
245023_at	0.1595	0.8919	0.2078	0.0806	0.6864	0.3123	0.1668	0.9171	0.1816	-0.0784	0.1735	0.4393	ATCG00080	PSII I protein
245024_at	-0.1146	0.2042	0.7996	0.0899	0.6013	0.2523	-0.0399	0.4289	0.7148	-0.0114	0.4435	0.5973	ATCG00120	Encodes the ATPase alpha subunit, which is a subunit of ATP synthase and part of the CF1 portion which catalyzes the conversion of ADP to ATP using the proton motive force. This complex is located in the thylakoid membrane of the chloroplast.
245025_at	-0.0011	0.2091	0.3089	0.056	0.5564	0.3498	0.1472	0.8648	0.2191	-0.1149	0.2133	0.8675	ATCG00130	ATPase F subunit.
245026_at	0.0864	0.6797	0.3598	0.1878	0.6286	0.1087	0.1867	0.9338	0.1468	-0.2241	0.0601	0.8959	ATCG00140	ATPase III subunit
245027_at	-0.0502	0.3722	0.6082	0.2167	0.8271	0.0831	-0.0273	0.4587	0.6578	-0.1777	0.1032	0.9463	AT2G26550	HO2 (HEME OXYGENASE 2); heme oxygenase (decyclizing)
245028_at	0.0979	0.6038	0.2932	0.1413	0.8563	0.207	-0.2778	0.0316	0.9713	0.1419	0.8705	0.2238	AT2G26570	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G33390.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO61337.1); contains InterPro domain Protein of unknown function DUF827, plant (InterPro:IPR008545)
245029_at	0.0249	0.6126	0.4902	-0.1702	0.1516	0.9019	0.0955	0.8238	0.3482	-0.0912	0.2673	0.865	AT2G26580	YAB5 (YABBY5); transcription factor
245030_at	-0.0003	0.5019	0.5868	0.1684	0.8988	0.1617	-0.1299	0.1915	0.8552	0.0547	0.6867	0.459	AT2G26620	glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein
245031_at	0.3052	0.9773	0.0517	-0.0498	0.4333	0.649	0.054	0.726	0.4687	0.0718	0.7279	0.4142	AT2G26360	binding
245032_at	0.15	0.8651	0.2246	0.0869	0.771	0.3227	-0.0216	0.4881	0.6603	0.1871	0.7543	0.1139	AT2G26630	transposable element gene
245033_at	-0.1228	0.1479	0.5581	-0.0666	0.3455	0.6848	-0.0156	0.5097	0.659	0.009	0.56	0.6091	AT2G26380	disease resistance protein-related / LRR protein-related
245034_at	0.0506	0.6745	0.4706	0.1512	0.8925	0.1763	0.0855	0.6793	0.3152	0.0383	0.6334	0.4934	AT2G26390	serpin, putative / serine protease inhibitor, putative
245035_at	0.1322	0.8483	0.2698	-0.14	0.2204	0.8851	0.1925	0.9396	0.1419	-0.3092	0.0307	0.9547	AT2G26400	ARD/ATARD3 (ACIREDUCTONE DIOXYGENASE); acireductone dioxygenase [iron(II)-requiring]/ heteroglycan binding / metal ion binding
245036_at	0.1096	0.6997	0.2058	-0.0097	0.4813	0.4854	-0.0551	0.3818	0.7462	0.0682	0.737	0.4354	AT2G26410	IQD4 (IQ-domain 4); calmodulin binding
245037_at	-0.1477	0.1847	0.8802	0.1927	0.9158	0.1209	0.0741	0.7326	0.3761	0.0142	0.5506	0.5751	AT2G26420	PIP5K3; 1-phosphatidylinositol-4-phosphate 5-kinase
245038_at	-0.0035	0.4734	0.4747	0.0719	0.6242	0.3081	0.061	0.5572	0.3526	-0.0276	0.2982	0.4594	AT2G26560	PLP2 (PHOSPHOLIPASE A 2A); nutrient reservoir
245039_at	0.3777	0.9692	0.0322	-0.0752	0.3926	0.7673	-0.1763	0.127	0.9446	0.05	0.6683	0.4611	AT2G26600	glycosyl hydrolase family 17 protein
245040_at	0.1104	0.7737	0.2638	0.5008	0.9988	0.0043	0.1051	0.7895	0.2866	0.2881	0.9687	0.0461	AT2G26520	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G57500.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN81423.1)
245041_at	0.3681	0.9903	0.0225	0.255	0.9538	0.056	0.2317	0.9425	0.0818	0.0322	0.4637	0.4002	AT2G26530	AR781
245042_at	-0.0612	0.3674	0.7038	0.1049	0.8263	0.267	-0.1222	0.2039	0.8477	-0.2147	0.0702	0.9729	AT2G26540	HEMD; uroporphyrinogen-III synthase
245043_at	0.2064	0.9318	0.1312	-0.0669	0.4183	0.7473	-0.152	0.1209	0.8139	0.0706	0.7052	0.4008	AT2G26430	RCY1 (ARGININE-RICH CYCLIN 1); cyclin-dependent protein kinase regulator
245044_at	-0.0134	0.5253	0.6355	0.0775	0.6924	0.3289	-0.2021	0.0908	0.9574	0.0584	0.7244	0.468	AT2G26500	cytochrome b6f complex subunit (petM), putative
245045_at	0.0259	0.6381	0.566	0.078	0.8177	0.3253	0.0562	0.7307	0.4477	0.0063	0.5583	0.6217	AT2G26590	adhesion regulating molecule family
245046_at	0.1559	0.8582	0.1735	0.137	0.8911	0.1824	0.1607	0.9058	0.1968	0.015	0.5547	0.5632	AT2G26510	PDE135 (PIGMENT DEFECTIVE EMBRYO 135); transmembrane transporter
245047_at	0.0096	0.336	0.4068	0.2638	0.5353	0.0627	-0.3371	0.018	0.9625	-0.047	0.1165	0.2134	ATCG00020	Encodes chlorophyll binding protein D1, a part of the photosystem II reaction center core
245048_at	-0.112	0.2536	0.8548	0.1266	0.7502	0.2264	0.1246	0.8567	0.2732	0.0913	0.7447	0.3288	ATCG00040	Encodes a maturase located in the trnK intron in the chloroplast genome.
245049_at	-0.1229	0.1683	0.6302	0.1813	0.9278	0.138	0.0677	0.7489	0.4194	0.0376	0.3928	0.298	ATCG00050	Homologous to the bacterial ribosomal protein S16
245050_at	0.0875	0.777	0.3881	-0.0203	0.5087	0.6136	0.1269	0.8721	0.2634	-0.1042	0.1696	0.6107	ATCG00070	PSII K protein
245051_at	0.0551	0.526	0.2631	0.0688	0.7703	0.35	0.0301	0.5731	0.4757	0.112	0.8447	0.3023	AT2G23320	WRKY15 (WRKY DNA-binding protein 15); transcription factor
245052_at	0.4603	0.9957	0.0109	-0.116	0.2529	0.8029	-0.2379	0.0598	0.9692	-0.1716	0.1216	0.9169	AT2G26440	pectinesterase family protein
245053_at	-0.3594	0.0155	0.9943	-0.5166	0.003	0.9966	-0.3251	0.0202	0.9651	-0.2356	0.0523	0.9686	AT2G26450	pectinesterase family protein
245054_at	0.0613	0.6377	0.431	-0.0683	0.411	0.7454	-0.2247	0.0684	0.9475	0.0555	0.6058	0.4065	AT2G26460	RED family protein
245055_at	0.0127	0.3312	0.3889	-0.0364	0.4115	0.5204	0.0545	0.5146	0.3223	0.0013	0.4681	0.5781	AT2G26470	similar to hypothetical protein [Vitis vinifera] (GB:CAN82703.1); contains InterPro domain Protein of unknown function DUF159 (InterPro:IPR003738)
245056_at	0.3369	0.9893	0.0314	-0.0591	0.3586	0.6621	-0.0698	0.2973	0.7029	0.1247	0.8655	0.2697	AT2G26480	UDP-glucoronosyl/UDP-glucosyl transferase family protein
245057_at	-0.0447	0.4427	0.7142	0.0368	0.6767	0.4553	0.2393	0.9475	0.0869	0.3288	0.9857	0.0289	AT2G26490	transducin family protein / WD-40 repeat family protein
245058_at	-0.1265	0.2135	0.7962	-0.0311	0.4708	0.6432	0.1334	0.8535	0.2489	-0.1872	0.0984	0.9457	AT2G39790	mitochondrial glycoprotein family protein / MAM33 family protein
245059_at	-0.1559	0.1755	0.9223	-0.0895	0.3229	0.778	-0.0698	0.3532	0.7977	-0.171	0.1145	0.8721	AT2G39720	RHC2A (RING-H2 finger C2A); protein binding / zinc ion binding
245060_at	0.2427	0.9614	0.0933	-0.0056	0.4679	0.4144	0.1617	0.9078	0.1954	0.0362	0.6394	0.5152	AT2G39770	CYT1 (CYTOKINESIS DEFECTIVE 1); nucleotidyltransferase
245061_at	-0.2891	0.0329	0.9379	0.3475	0.7005	0.0372	-0.2381	0.056	0.8909	-0.2415	0.0502	0.9804	AT2G39730	RCA (RUBISCO ACTIVASE)
245062_at	-0.1769	0.1347	0.9346	-0.2287	0.0799	0.9468	-0.091	0.3021	0.8416	-0.057	0.3587	0.7969	AT2G39760	ATBPM3; protein binding
245063_at	0.1612	0.8806	0.2166	-0.0604	0.3614	0.6441	0.167	0.9156	0.1785	0.0303	0.6219	0.5407	AT2G39795	mitochondrial glycoprotein family protein / MAM33 family protein
245064_at	-0.072	0.3088	0.7565	-0.1697	0.1617	0.9228	-0.3028	0.0252	0.9899	-0.0811	0.257	0.7077	AT2G39725	complex 1 family protein / LVR family protein
245065_at	-0.0134	0.4908	0.6579	-0.3422	0.0199	0.9934	-0.2358	0.0607	0.9777	-0.0658	0.3415	0.8246	AT2G39750	dehydration-responsive family protein
245066_at	-0.1039	0.2767	0.8546	0.0077	0.6559	0.5519	-0.0983	0.257	0.8195	-0.0333	0.4408	0.7467	AT2G39840	TOPP4 (Type one serine/threonine protein phosphatase 4); protein serine/threonine phosphatase
245067_at	0.0249	0.6032	0.5601	-0.1235	0.2595	0.8764	-0.1802	0.1158	0.9375	-0.0017	0.4495	0.5413	AT2G39780	RNS2 (RIBONUCLEASE 2); endoribonuclease
245068_at	-0.1093	0.2636	0.83	-0.1493	0.191	0.8936	-0.2679	0.0363	0.9701	0.1194	0.7865	0.2511	AT2G23260	UGT84B1 (UDP-GLUCOSYL TRANSFERASE 84B1); UDP-glycosyltransferase/ abscisic acid glucosyltransferase/ indole-3-acetate beta-glucosyltransferase/ transferase, transferring glycosyl groups
245069_at	0.2104	0.9427	0.1323	0.0463	0.6562	0.4104	0.0548	0.5847	0.349	0.0201	0.5412	0.5322	AT2G23250	UGT84B2 (UDP-GLUCOSYL TRANSFERASE 84B2); UDP-glycosyltransferase/ abscisic acid glucosyltransferase/ transferase, transferring glycosyl groups
245070_at	-0.1472	0.1754	0.8876	-0.2657	0.051	0.9567	-0.373	0.0095	0.9972	-0.3918	0.0084	0.9911	AT2G23240	plant EC metallothionein-like family 15 protein
245071_at	0.0476	0.5388	0.4182	-0.0115	0.5068	0.5433	0.0728	0.6435	0.3236	0.167	0.8948	0.1699	AT2G23230	terpene synthase/cyclase family protein
245072_s_at	-0.129	0.2296	0.87	-0.0357	0.4646	0.6295	0.101	0.8055	0.328	0.1808	0.8925	0.1507	AT2G23220;AT2G23190	[AT2G23220, CYP81D6 (cytochrome P450, family 81, subfamily D, polypeptide 6); oxygen binding];[AT2G23190, CYP81D7 (cytochrome P450, family 81, subfamily D, polypeptide 7); oxygen binding]
245073_at	-0.1484	0.1791	0.9085	0.0378	0.7103	0.4379	-0.0366	0.4631	0.7172	-0.0425	0.3811	0.7417	AT2G23210	UDP-glycosyltransferase/ transferase, transferring glycosyl groups
245074_at	0.2876	0.9181	0.0623	0.0953	0.8176	0.2881	-0.1008	0.2503	0.8196	0.1737	0.8511	0.1468	AT2G23200	protein kinase family protein
245075_at	-0.0779	0.2836	0.7513	0.1028	0.7668	0.2154	-0.0618	0.3875	0.7871	0.3648	0.9703	0.0225	AT2G23180	CYP96A1 (cytochrome P450, family 96, subfamily A, polypeptide 1); oxygen binding
245076_at	-0.1677	0.1509	0.8786	0.1111	0.8628	0.2357	-0.2676	0.0422	0.973	-0.4455	0.0054	0.9967	AT2G23170	GH3.3; indole-3-acetic acid amido synthetase
245077_at	-0.119	0.2518	0.8732	-0.0375	0.3791	0.547	-0.0151	0.4185	0.5768	0.0161	0.5964	0.6014	AT2G23160	Identical to F-box protein At2g23160 [Arabidopsis Thaliana] (GB:Q1KS79;GB:O22191); similar to F-box family protein [Arabidopsis thaliana] (TAIR:AT2G16450.1); similar to F-box 2 [Prunus armeniaca] (GB:ABE27177.1); contains InterPro domain F-box associated type 3 (InterPro:IPR013187); contains InterPro domain Cyclin-like F-box (InterPro:IPR001810); contains InterPro domain F-box associated type 1 (InterPro:IPR006527)
245078_at	-0.166	0.1557	0.9308	-0.004	0.5967	0.5421	-0.0303	0.4812	0.711	0.1808	0.724	0.1184	AT2G23340	AP2 domain-containing transcription factor, putative
245079_at	0.1	0.7355	0.2516	0.1679	0.7028	0.0983	0.1853	0.9249	0.1548	0.1617	0.7523	0.1485	AT2G23330	transposable element gene
245080_at	0.1835	0.8587	0.1727	-0.1583	0.1672	0.8764	0.0606	0.4565	0.2542	0.4305	0.9964	0.0094	AT2G23300	leucine-rich repeat transmembrane protein kinase, putative
245081_at	-0.1533	0.1826	0.9095	0.0757	0.659	0.2913	0.3271	0.9863	0.0321	0.1934	0.9379	0.1327	no_match	no_match
245082_at	-0.0197	0.4943	0.6773	-0.0163	0.4839	0.5325	0.0477	0.7027	0.4715	0.1325	0.8409	0.2437	AT2G23270	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G37290.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN62855.1)
245083_at	0.1116	0.8414	0.3134	0.0434	0.6166	0.3437	0.1195	0.8031	0.2583	0.0036	0.4647	0.5353	AT2G23310	ATRER1C1 (Arabidopsis thaliana endoplasmatic reticulum retrieval protein 1C)
245084_at	-0.1835	0.134	0.9398	0.0653	0.7937	0.3636	0.2266	0.9078	0.081	0.1346	0.8485	0.236	AT2G23290	AtMYB70 (myb domain protein 70); DNA binding / transcription factor
245085_at	-0.1198	0.2297	0.873	0.0454	0.7394	0.4072	-0.0039	0.549	0.6324	-0.1251	0.1943	0.9134	AT2G23350	PAB4 (POLY(A) BINDING PROTEIN 4); RNA binding / translation initiation factor
245086_at	-0.0941	0.2574	0.7316	0.0627	0.724	0.3642	0.0066	0.4187	0.442	0.0773	0.3694	0.2124	AT2G39820	eukaryotic translation initiation factor 6, putative / eIF-6, putative
245087_at	0.2441	0.907	0.0891	-0.1597	0.1728	0.8879	-0.1629	0.141	0.9224	0.1201	0.8002	0.2563	AT2G39830	zinc ion binding
245088_at	0.3838	0.5209	0.0342	-0.417	0.0091	0.9935	-0.5399	0.0014	0.9996	-0.7498	0.0003	0.9999	AT2G39850	subtilase
245089_at	0.1593	0.8869	0.2179	0.1576	0.8426	0.1209	0.1556	0.8882	0.1873	0.1192	0.745	0.237	AT2G45290	transketolase, putative
245090_at	0.4793	0.8368	0.0211	-0.4678	0.0043	0.9987	-0.3746	0.0129	0.9841	-0.6166	0.001	0.9989	AT2G40900	nodulin MtN21 family protein
245091_at	0.0891	0.7801	0.3625	-0.1829	0.1352	0.924	0.0194	0.5995	0.5298	0.0163	0.5056	0.5268	AT2G40910	F-box protein-related
245092_at	0.0519	0.7112	0.4602	0.0187	0.6374	0.4935	0.038	0.685	0.5167	0.1168	0.8259	0.2773	AT2G40950	BZIP17; DNA binding / transcription activator/ transcription factor
245093_at	0.0901	0.7434	0.3225	0.025	0.6049	0.3884	0.048	0.6764	0.4564	0.0491	0.7013	0.5022	AT2G40820	3'-5'-exoribonuclease/ RNA binding
245094_at	0.1069	0.7877	0.2758	0.1553	0.9201	0.1784	-0.0828	0.3198	0.826	0.2051	0.9318	0.1179	AT2G40840	DPE2 (DISPROPORTIONATING ENZYME 2); 4-alpha-glucanotransferase/ heteroglycan binding
245095_at	0.0608	0.6339	0.4161	0.1573	0.9216	0.1563	0.1282	0.6659	0.1693	0.1641	0.8839	0.1777	AT2G40860	protein kinase family protein / protein phosphatase 2C ( PP2C) family protein
245096_at	0.1143	0.7722	0.257	-0.1689	0.1512	0.8989	-0.2076	0.0804	0.9442	-0.1347	0.1704	0.8618	AT2G40880	FL3-27; cysteine protease inhibitor
245097_at	0.1096	0.8159	0.2963	0.0021	0.6286	0.5791	0.0197	0.6153	0.5527	0.0822	0.7741	0.3896	AT2G40935	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G18470.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN70759.1); contains InterPro domain Protein of unknown function Cys-rich (InterPro:IPR006461)
245098_at	0.1488	0.8137	0.2171	-0.0194	0.567	0.6372	-0.0471	0.4217	0.75	0.0818	0.6469	0.308	AT2G40940	ERS1 (ETHYLENE RESPONSE SENSOR 1); receptor
245099_at	0.1018	0.6481	0.3015	0.0337	0.6571	0.3937	-0.0466	0.4228	0.7462	-0.0284	0.4568	0.7367	AT2G40830	RHC1A (RING-H2 finger C1A); protein binding / zinc ion binding
245100_at	0.1049	0.7779	0.3316	0.0533	0.7275	0.3558	-0.2007	0.0922	0.9568	0.006	0.5545	0.6253	AT2G40930	UBP5 (UBIQUITIN-SPECIFIC PROTEASE 5); ubiquitin-specific protease
245101_at	-0.3494	0.018	0.9912	-0.2105	0.1017	0.9567	-0.2112	0.0837	0.9612	-0.0828	0.2882	0.8289	AT2G40890	CYP98A3 (CYTOCHROME P450, FAMILY 98, SUBFAMILY A, POLYPEPTIDE 3); monooxygenase/ p-coumarate 3-hydroxylase
245102_at	-0.1561	0.1778	0.9086	-0.3821	0.0129	0.9899	-0.3428	0.0155	0.9938	-0.248	0.0477	0.979	AT2G41580	transposable element gene
245103_at	0.0117	0.5958	0.5572	-0.0765	0.324	0.7234	-0.0172	0.4614	0.6089	-0.0712	0.3025	0.7638	AT2G41590	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G25200.1); similar to 80C09_29 [Brassica rapa subsp. pekinensis] (GB:AAZ41840.1)
245104_at	-0.0868	0.3165	0.7816	0.0402	0.6507	0.4009	0.0829	0.7775	0.3635	0.0126	0.4772	0.5077	AT2G41600	similar to hypothetical protein [Vitis vinifera] (GB:CAN74374.1); contains InterPro domain Mitochondrial glycoprotein; (InterPro:IPR003428)
245105_at	-0.05	0.4063	0.7021	0.2551	0.9489	0.0605	0.2154	0.9456	0.1098	-0.1287	0.1622	0.8678	AT2G41610	similar to unnamed protein product [Vitis vinifera] (GB:CAO24352.1)
245106_at	0.1055	0.8186	0.3299	-0.0783	0.3616	0.7584	0.1354	0.8445	0.2175	0.1574	0.8878	0.1901	AT2G41650	unknown protein
245107_at	0.1254	0.7858	0.2853	-0.2519	0.0606	0.9589	-0.0005	0.5231	0.5675	-0.1455	0.1551	0.8809	AT2G41690	AT-HSFB3 (Arabidopsis thaliana heat shock transcription factor B3); DNA binding / transcription factor
245108_at	0.2521	0.9573	0.0869	-0.1058	0.2572	0.7497	-0.3594	0.0112	0.9902	-0.5391	0.0024	0.999	AT2G41510	ATCKX1/CKX1 (CYTOKININ OXIDASE/DEHYDROGENASE 1); cytokinin dehydrogenase
245109_at	0.0837	0.7407	0.3785	-0.0406	0.4866	0.6662	0.0686	0.7537	0.4142	-0.0249	0.4692	0.7305	AT2G41520	DNAJ heat shock N-terminal domain-containing protein
245110_at	0.3947	0.9913	0.0206	-0.1488	0.1905	0.8531	-0.1963	0.0944	0.9486	0.2038	0.9475	0.1175	AT2G41550	transcription termination factor
245111_at	0.1877	0.8957	0.1689	0.2922	0.965	0.0449	0.3068	0.9817	0.0408	-0.0287	0.444	0.7158	AT2G41570	transposable element gene
245112_at	0.0076	0.5992	0.5912	0.0458	0.7353	0.3991	0.0014	0.5689	0.6119	-0.0221	0.4465	0.6863	AT2G41540	GPDHC1; NAD binding / glycerol-3-phosphate dehydrogenase (NAD+)
245113_at	-0.0391	0.4543	0.7015	-0.2726	0.0478	0.9821	0.1744	0.9092	0.1735	0.1714	0.9244	0.1713	AT2G41660	MIZ1 (MIZU-KUSSEI 1)
245114_at	0.2157	0.9269	0.1262	-0.1265	0.2367	0.8283	0.0186	0.5948	0.5329	-0.0571	0.3702	0.8074	AT2G41630	TFIIB (TRANSCRIPTION FACTOR II B); RNA polymerase II transcription factor
245115_at	0.1716	0.8719	0.161	-0.0114	0.5907	0.6117	0.0339	0.6762	0.5215	0.0592	0.7174	0.4635	AT2G41530	ATSFGH (ARABIDOPSIS THALIANA S-FORMYLGLUTATHIONE HYDROLASE); S-formylglutathione hydrolase/ hydrolase, acting on ester bonds
245116_at	-0.0154	0.4964	0.6673	-0.0045	0.5666	0.5274	0.0382	0.6871	0.5129	-0.0218	0.4808	0.7221	AT2G41620	nucleoporin interacting component family protein
245117_at	0.0741	0.7081	0.3475	0.1901	0.9393	0.1165	0.0455	0.6661	0.4561	0.0488	0.7019	0.5067	AT2G41560	ACA4 (AUTO-INHIBITED CA(2+)-ATPASE, ISOFORM 4); calcium-transporting ATPase/ calmodulin binding
245118_at	-0.0291	0.3853	0.6427	0.2998	0.9604	0.0486	0.0716	0.6877	0.3631	-0.0174	0.4519	0.657	AT2G41680	thioredoxin reductase, putative / NADPH-dependent thioredoxin reductase, putative
245119_at	0.0338	0.5436	0.3676	0.1829	0.9057	0.1443	0.0758	0.7358	0.3809	0.033	0.5788	0.494	AT2G41640	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G57380.1); similar to glycosyltransferase [Medicago truncatula] (GB:CAI30145.1); contains InterPro domain Protein of unknown function DUF563 (InterPro:IPR007657)
245120_at	-0.0432	0.4329	0.7469	-0.0946	0.3274	0.7864	-0.0912	0.2952	0.8327	0.0546	0.7123	0.4802	AT2G39810	HOS1 (High expression of osmotically responsive genes 1)
245121_at	0.0505	0.7159	0.4789	0.0672	0.8029	0.3658	0.1553	0.9034	0.2009	-0.003	0.5306	0.6565	AT2G47610	60S ribosomal protein L7A (RPL7aA)
245122_at	-0.0898	0.325	0.8383	0.2065	0.9253	0.0997	-0.1803	0.113	0.9286	0.0286	0.5332	0.4577	AT2G47420	dimethyladenosine transferase, putative
245123_at	-0.0949	0.224	0.7542	-0.0419	0.4093	0.6411	-0.2302	0.066	0.9698	-0.1948	0.094	0.9558	AT2G47450	CAO (CHAOS); chromatin binding
245124_at	0.0121	0.6061	0.6055	-0.0444	0.4858	0.7141	-0.2685	0.0401	0.9861	0.0109	0.5752	0.6133	AT2G47580	U1A (SPLICEOSOMAL PROTEIN U1A); RNA binding
245125_at	-0.0814	0.3294	0.812	0.1032	0.7022	0.1935	0.1866	0.8803	0.1291	0.142	0.8944	0.2314	AT2G47430	CKI1 (CYTOKININ-INDEPENDENT 1); protein histidine kinase/ two-component response regulator
245126_at	0.1543	0.8553	0.2281	0.0854	0.7188	0.2258	-0.1475	0.1535	0.8809	0.1601	0.8396	0.1783	AT2G47460	ATMYB12/MYB12 (MYB DOMAIN PROTEIN 12); DNA binding / transcription activator/ transcription factor
245127_at	0.1318	0.8593	0.247	-0.067	0.4089	0.7663	-0.1881	0.1047	0.943	0.0345	0.6585	0.545	AT2G47600	ATMHX (MAGNESIUM/PROTON EXCHANGER); cation:cation antiporter
245128_at	0.0658	0.7411	0.4528	-0.0477	0.3653	0.5557	-0.0485	0.3379	0.6594	-0.0145	0.437	0.594	AT2G45380	similar to calcium ion binding [Arabidopsis thaliana] (TAIR:AT4G34070.1); similar to unknown [Populus trichocarpa] (GB:ABK95689.1); contains domain EF-hand (SSF47473); contains domain Q8JZS2_MOUSE_Q8JZS2; (PD351140)
245129_at	0.1847	0.8367	0.1129	0.2173	0.9433	0.0742	0.0145	0.6001	0.5598	0.2364	0.9666	0.0815	AT2G45350	CRR4 (CHLORORESPIRATORY REDUCTION 4)
245130_at	0.1144	0.8406	0.2965	0.1996	0.9512	0.1008	0.286	0.9816	0.0513	0.2799	0.9812	0.0502	AT2G45340	leucine-rich repeat transmembrane protein kinase, putative
245131_s_at	0.2892	0.956	0.0533	-0.1127	0.2583	0.8021	-0.0573	0.3888	0.7674	-0.026	0.4611	0.7304	AT2G45330;AT5G23600	[AT2G45330, EMB1067 (EMBRYO DEFECTIVE 1067); tRNA 2'-phosphotransferase];[AT5G23600, tRNA 2'phosphotransferase, putative]
245132_at	0.0094	0.5706	0.5776	-0.0676	0.3826	0.6857	-0.1094	0.2595	0.8728	0.0742	0.6881	0.3672	AT2G45320	binding / catalytic
245133_at	0.0927	0.7066	0.3525	0.0933	0.8424	0.2855	-0.0075	0.5323	0.6338	0.266	0.976	0.0582	AT2G45310	GAE4 (UDP-D-GLUCURONATE 4-EPIMERASE 4); catalytic
245134_s_at	0.0788	0.747	0.3905	0.0882	0.818	0.3026	0.0448	0.6904	0.4784	0.0865	0.7975	0.384	AT4G38280;AT2G45250	[AT4G38280, similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G45250.1); similar to unknown [Populus trichocarpa] (GB:ABK93717.1)];[AT2G45250, similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G38280.1); similar to unknown [Populus trichocarpa] (GB:ABK93717.1)]
245135_at	-0.0766	0.3459	0.8145	0.0275	0.706	0.4955	0.0838	0.6977	0.3067	0.0424	0.5281	0.3939	AT2G45230	transposable element gene
